Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
62.8,7.8,M,,,,,,89.9,216.2,L,,,,,,189.1,72.1,S,,,,
62.8,26.4,L,,,,,,89.9,262,L,,,,,,189.1,127.1,L,,,,
62.8,31,S,,,,,,89.9,341,L,,,,,,189.1,232.5,M,,,,
62.8,134.1,L,,,,,,90.7,23.3,L,,,,,,189.6,336.7,S,,,,
62.8,139.5,M,,,,,,90.7,49.6,S,,,,,,189.9,112.4,L,,,,
62.8,169,L,,,,,,90.7,78.3,L,,,,,,190.7,48.1,M,,,,
62.8,185.2,M,,,,,,90.7,123.2,L,,,,,,190.7,242.6,M,,,,
62.8,191.4,L,,,,,,90.7,308.5,L,,,,,,191.4,195.3,M,,,,
62.8,196.9,L,,,,,,90.7,386,L,,,,,,192.2,38,M,,,,
62.8,226.3,L,,,,,,91.5,57.4,L,,,,,,192.2,144.2,S,,,,
63.6,2.3,L,,,,,,91.5,68.2,L,,,,,,193,83.7,L,,,,
63.6,20.2,L,,,,,,91.5,89.1,L,,,,,,193.2,329.8,M,,,,
63.6,50.4,M,,,,,,91.5,101.5,L,,,,,,193.8,175.9,L,,,,
63.6,79.8,L,,,,,,91.5,235.6,L,,,,,,194.5,161.2,L,,,,
63.6,103.1,L,,,,,,91.5,298.4,L,,,,,,194.5,300.7,L,,,,
63.6,128.7,L,,,,,,91.5,327.8,L,,,,,,195.3,135.6,L,,,,
63.6,173.6,L,,,,,,91.5,367.4,L,,,,,,196.1,11.6,L,,,,
63.6,237.2,L,,,,,,92.2,14,M,,,,,,196.1,55,M,,,,
64.3,65.9,M,,,,,,92.2,182.1,L,,,,,,196.1,96.9,L,,,,
64.3,74.4,L,,,,,,92.2,275.1,L,,,,,,196.1,186,L,,,,
64.3,107,M,,,,,,93,189.9,L,,,,,,196.1,254.2,L,,,,
64.3,158.1,L,,,,,,93,225.5,L,,,,,,196.2,103.1,NC,,,,
65.1,112.4,S,,,,,,93,349.6,L,,,,,,196.9,204.6,L,,,,
65.1,145.7,M,,,,,,93.8,4.7,L,,,,,,196.9,214.7,L,,,,
65.1,151.9,M,,,,,,93.8,117.8,L,,,,,,196.9,314.7,M,,,,
65.1,205.4,L,,,,,,93.8,144.2,L,,,,,,197.3,287.7,L,,,,
65.1,221.7,L,,,,,,93.8,242.6,S,,,,,,197.6,116.2,L,,,,
65.9,38.8,L,,,,,,93.8,285.2,L,,,,,,198.4,67.4,L,,,,
65.9,45,L,,,,,,93.8,336.4,L,,,,,,198.4,149.6,L,,,,
65.9,55.8,L,,,,,,94.6,108.5,M,,,,,,198.4,262.7,L,,,,
65.9,86,L,,,,,,94.6,128.7,L,,,,,,198.4,272.8,M,,,,
65.9,93,L,,,,,,94.6,377.5,M,,,,,,199.1,338,L,,,,
65.9,122.5,L,,,,,,95.1,267,L,,,,,,199.2,227.1,L,,,,
65.9,164.3,L,,,,,,95.3,28.7,L,,,,,,200.2,29,S,,,,
66.7,10.1,M,,,,,,95.3,45,L,,,,,,201.9,75.2,L,,,,
66.7,33.3,L,,,,,,95.3,201.5,L,,,,,,202.3,18.3,M,,,,
66.7,133.3,L,,,,,,95.3,209.3,L,,,,,,202.3,41.9,L,,,,
66.7,177.5,L,,,,,,95.3,291.4,S,,,,,,202.3,240.3,L,,,,
66.7,210.8,L,,,,,,96.1,81.4,S,,,,,,202.3,303.8,M,,,,
66.7,215.5,L,,,,,,96.1,92.2,M,,,,,,203.1,127.9,S,,,,
66.7,241.8,L,,,,,,96.1,152.7,M,,,,,,203.1,318.5,M,,,,
67.4,5.4,M,,,,,,96.1,169.7,L,,,,,,203.8,92.2,L,,,,
67.4,24,L,,,,,,96.1,257.3,L,,,,,,203.8,169.7,L,,,,
67.4,27.9,L,,,,,,96.1,317.8,L,,,,,,203.8,184.5,L,,,,
67.4,99.2,M,,,,,,96.9,17.8,L,,,,,,204.6,101.6,L,,,,
67.4,117,L,,,,,,96.9,35.7,M,,,,,,204.6,154.2,M,,,,
67.4,169,L,,,,,,96.9,54.3,L,,,,,,204.6,162.8,M,,,,
67.4,182.9,L,,,,,,96.9,65.1,L,,,,,,204.6,194.5,L,,,,
67.4,189.1,L,,,,,,96.9,344.1,M,,,,,,204.8,64.3,S,,,,
67.4,200.7,L,,,,,,96.9,355,S,,,,,,205.4,111.6,M,,,,
68.2,14,M,,,,,,96.9,389.1,L,,,,,,205.4,217.8,L,,,,
68.2,48.8,S,,,,,,97.7,75.2,L,,,,,,206.7,290.6,L,,,,
68.2,76,L,,,,,,97.7,234.1,L,,,,,,206.9,138,L,,,,
68.2,82.2,M,,,,,,97.7,362.7,L,,,,,,206.9,248.8,S,,,,
68.2,107.7,L,,,,,,98.4,160.4,M,,,,,,207,276.2,NC,,,,
68.2,195.3,M,,,,,,98.4,179,L,,,,,,207.5,327.8,L,,,,
68.2,233.3,L,,,,,,98.4,307.7,M,,,,,,207.7,25.6,L,,,,
69,19.4,S,,,,,,99.2,9.3,L,,,,,,207.7,53.5,L,,,,
69,138.7,M,,,,,,99.2,102.3,L,,,,,,209.3,82.2,NC,,,,
69,155.8,L,,,,,,99.2,144.2,L,,,,,,209.3,122.5,L,,,,
69.8,31,M,,,,,,99.2,216.2,L,,,,,,209.3,174.4,L,,,,
69.8,61.2,M,,,,,,99.2,224,L,,,,,,209.3,203.1,L,,,,
69.8,65.1,S,,,,,,99.2,326.3,M,,,,,,209.3,308.5,L,,,,
69.8,89.1,L,,,,,,99.2,371.3,L,,,,,,210,233.3,L,,,,
69.8,149.6,M,,,,,,100,117,M,,,,,,210,258.9,M,,,,
69.8,162,L,,,,,,100,193.8,L,,,,,,210.8,38,L,,,,
69.8,225.5,M,,,,,,100,296.8,L,,,,,,211.9,296.1,S,,,,
70.5,37.2,M,,,,,,100.8,185.2,M,,,,,,212.4,10.1,L,,,,
70.5,41.9,M,,,,,,100.8,275.1,L,,,,,,212.4,144.9,L,,,,
70.5,94.6,L,,,,,,101.5,109.3,L,,,,,,213.1,68.2,L,,,,
70.5,111.6,L,,,,,,101.5,334,L,,,,,,213.1,220.9,L,,,,
70.5,124.8,L,,,,,,101.6,267,S,,,,,,213.1,331.7,L,,,,
70.5,143.4,M,,,,,,102.3,60.5,S,,,,,,213.9,53.5,L,,,,
70.5,173.6,L,,,,,,102.3,83.7,L,,,,,,214.4,158.2,NC,,,,
70.5,204.6,L,,,,,,102.3,129.4,L,,,,,,214.7,102.3,L,,,,
71.3,7,L,,,,,,102.3,151.1,L,,,,,,215,267.5,NC,,,,
71.3,77.5,L,,,,,,102.3,208.5,L,,,,,,215.5,89.9,L,,,,
71.3,103.9,L,,,,,,102.3,259.6,M,,,,,,215.5,186.8,L,,,,
71.3,168.2,L,,,,,,102.3,283.7,L,,,,,,216.2,20.2,M,,,,
71.3,179,L,,,,,,103.1,3.9,L,,,,,,216.2,116.3,M,,,,
71.3,185.2,S,,,,,,103.1,24,L,,,,,,216.2,234.8,L,,,,
71.3,200,L,,,,,,103.1,41.9,M,,,,,,216.8,316,L,,,,
71.3,210,L,,,,,,103.1,77.5,L,,,,,,217,246.5,L,,,,
71.3,217.8,L,,,,,,103.1,93.8,M,,,,,,217.8,31.8,L,,,,
72.1,10.9,L,,,,,,103.1,167.4,L,,,,,,217.8,200,L,,,,
72.1,71.3,L,,,,,,103.1,351.1,M,,,,,,217.8,209.3,L,,,,
72.1,118.6,L,,,,,,103.9,48.1,M,,,,,,218.6,41.1,L,,,,
72.1,129.4,L,,,,,,103.9,70.5,L,,,,,,218.6,279.8,M,,,,
72.1,190.7,L,,,,,,103.9,175.9,M,,,,,,219.3,80.6,L,,,,
72.1,237.9,L,,,,,,103.9,199.2,L,,,,,,219.3,141.1,S,,,,
72.1,243.4,S,,,,,,103.9,289.9,L,,,,,,219.3,176.7,M,,,,
72.9,2.3,M,,,,,,104.6,16.3,M,,,,,,219.5,302.3,L,,,,
72.9,17.1,L,,,,,,104.6,32.6,S,,,,,,220.1,165.1,M,,,,
72.9,45.7,M,,,,,,104.6,229.4,L,,,,,,220.9,290.6,M,,,,
72.9,51.9,L,,,,,,104.6,239.5,L,,,,,,221.7,326.3,L,,,,
72.9,55.8,M,,,,,,104.6,249.6,M,,,,,,222.4,61.2,L,,,,
72.9,85.3,L,,,,,,104.6,362,L,,,,,,222.4,260.4,M,,,,
72.9,108.5,L,,,,,,105.4,55,L,,,,,,223.2,5.4,L,,,,
72.9,158.1,L,,,,,,105.4,101.5,L,,,,,,223.2,117.8,L,,,,
72.9,231.7,M,,,,,,105.4,158.1,L,,,,,,223.2,132.5,L,,,,
73.6,99.2,M,,,,,,105.4,213.9,L,,,,,,223.2,221.7,L,,,,
73.6,113.2,M,,,,,,105.4,376.7,M,,,,,,224,17.8,M,,,,
74.4,31.8,M,,,,,,106.2,189.9,M,,,,,,224,51.9,L,,,,
74.4,41.9,M,,,,,,106.2,306.9,L,,,,,,224.8,101.5,L,,,,
74.4,61.2,M,,,,,,106.2,340.2,L,,,,,,224.8,151.9,L,,,,
74.4,89.9,L,,,,,,107,9.3,L,,,,,,225.5,88.4,L,,,,
74.4,133.3,L,,,,,,107,141.8,L,,,,,,225.5,189.1,L,,,,
74.4,144.9,L,,,,,,107,320.9,M,,,,,,225.5,232.5,L,,,,
75.2,21.7,M,,,,,,107,368.9,L,,,,,,225.5,310,L,,,,
75.2,67.4,L,,,,,,107,382.1,M,,,,,,225.5,335.6,L,,,,
75.2,75.2,M,,,,,,107.7,120.9,M,,,,,,226.2,70.1,L,,,,
75.2,163.5,L,,,,,,107.7,133.3,L,,,,,,227.3,215,L,,,,
75.2,225.5,L,,,,,,107.7,221.7,L,,,,,,227.6,29.9,L,,,,
76,95.3,NC,,,,,,108.5,89.9,M,,,,,,228.6,41.9,M,,,,
76,102.3,L,,,,,,108.5,182.1,L,,,,,,228.6,200.7,L,,,,
76,155.8,L,,,,,,108.5,270.5,L,,,,,,228.6,282.1,L,,,,
76,167.4,L,,,,,,108.5,299.2,S,,,,,,229,265.1,M,,,,
76,179.8,L,,,,,,108.6,162.2,M,,,,,,229.4,294.5,L,,,,
76,186.8,L,,,,,,109,82.6,L,,,,,,229.4,327.1,S,,,,
76,194.5,L,,,,,,109.3,22.5,L,,,,,,230.2,159.7,L,,,,
76,203.1,M,,,,,,109.3,62.8,M,,,,,,230.2,247.2,L,,,,
76,208.5,L,,,,,,109.3,72.1,L,,,,,,231,56.6,S,,,,
76,213.9,L,,,,,,109.3,111.6,L,,,,,,231,108.5,L,,,,
76,241,L,,,,,,109.3,171.3,S,,,,,,231,120.9,L,,,,
76.7,3.9,L,,,,,,109.3,350.3,L,,,,,,231,140.3,L,,,,
76.7,27.9,M,,,,,,110.1,38,L,,,,,,231.7,15.5,S,,,,
76.7,36.4,S,,,,,,110.1,148,L,,,,,,231.7,315.4,M,,,,
76.7,53.5,L,,,,,,110.1,233.3,L,,,,,,233.3,74.4,L,,,,
76.7,117.8,M,,,,,,110.1,330.2,L,,,,,,234.1,173.6,L,,,,
76.7,123.2,L,,,,,,110.8,45.7,L,,,,,,234.1,235.6,L,,,,
76.7,137.2,L,,,,,,110.8,104.6,L,,,,,,234.1,258.1,S,,,,
76.7,148.8,L,,,,,,110.8,199.2,L,,,,,,234.8,48.1,L,,,,
76.7,172.8,M,,,,,,110.8,258.9,M,,,,,,235.2,325.1,M,,,,
76.7,218.6,L,,,,,,110.8,277.5,L,,,,,,235.6,25.6,L,,,,
76.7,246.5,L,,,,,,110.8,375.1,L,,,,,,235.6,91.5,L,,,,
77.5,9.3,M,,,,,,111.6,14.7,L,,,,,,235.6,190.7,M,,,,
77.5,14.7,L,,,,,,111.6,31,L,,,,,,235.6,210,L,,,,
77.5,48.1,L,,,,,,111.6,206.9,M,,,,,,235.6,337.1,L,,,,
77.5,58.1,L,,,,,,111.6,215.5,L,,,,,,236.4,179.8,S,,,,
77.5,86,M,,,,,,111.6,241.8,M,,,,,,237.2,62.8,L,,,,
77.5,127.9,L,,,,,,111.6,286,L,,,,,,237.2,291.4,S,,,,
77.5,235.6,M,,,,,,111.6,337.1,L,,,,,,237.2,302.3,L,,,,
78.3,79.1,L,,,,,,112.4,251.9,L,,,,,,237.4,279.3,L,,,,
78.3,111.6,L,,,,,,112.4,360.4,L,,,,,,237.9,11.6,L,,,,
78.3,144.2,L,,,,,,112.4,389.1,L,,,,,,237.9,109.3,L,,,,
78.3,159.7,L,,,,,,113.2,3.9,M,,,,,,238.7,81.4,L,,,,
79.1,62.8,M,,,,,,113.2,95.3,M,,,,,,238.7,129.4,M,,,,
79.1,90.7,M,,,,,,113.2,127.1,L,,,,,,238.7,152.7,L,,,,
79.8,18.6,L,,,,,,113.2,190.7,L,,,,,,239.2,33.8,NC,,,,
79.8,24.8,L,,,,,,113.2,223.2,L,,,,,,239.9,222.4,L,,,,
79.8,32.6,L,,,,,,113.9,55,L,,,,,,240.3,142.6,L,,,,
79.8,68.2,S,,,,,,113.9,78.3,L,,,,,,240.3,260.4,L,,,,
79.8,74.4,L,,,,,,113.9,117,L,,,,,,241,166.6,M,,,,
79.8,100.8,S,,,,,,113.9,134.9,L,,,,,,241,242.4,L,,,,
79.8,106.2,L,,,,,,113.9,156.6,L,,,,,,241.8,100,M,,,,
79.8,164.3,L,,,,,,113.9,270.5,M,,,,,,241.8,118.6,S,,,,
79.8,183.7,M,,,,,,113.9,294.5,L,,,,,,242.6,318.5,S,,,,
79.8,202.3,L,,,,,,113.9,313.1,M,,,,,,243.4,287.5,L,,,,
79.8,222.4,L,,,,,,114.7,86,S,,,,,,244.1,179.8,L,,,,
79.8,227.1,L,,,,,,115.5,69,L,,,,,,244.1,200.7,L,,,,
79.8,238.7,M,,,,,,115.5,165.9,M,,,,,,244.1,228.6,M,,,,
80.6,2.3,M,,,,,,115.5,180.6,M,,,,,,244.1,308.5,L,,,,
80.6,38.8,L,,,,,,115.5,233.3,L,,,,,,244.9,20.2,L,,,,
80.6,82.9,L,,,,,,115.5,302.3,L,,,,,,244.9,67.4,L,,,,
80.6,120.9,L,,,,,,115.5,348.8,L,,,,,,244.9,268.2,L,,,,
80.6,149.6,L,,,,,,115.5,366.6,L,,,,,,244.9,332.5,M,,,,
80.6,170.5,L,,,,,,117,32.6,L,,,,,,245.7,54.3,L,,,,
80.6,189.9,L,,,,,,117,38.8,L,,,,,,246.5,44.2,M,,,,
80.6,196.1,L,,,,,,117,110.1,S,,,,,,246.5,80.6,L,,,,
80.6,215.5,S,,,,,,117,263.5,M,,,,,,246.5,127.1,L,,,,
81.4,12.4,S,,,,,,117,321.6,M,,,,,,247.2,8.5,L,,,,
81.4,43.4,L,,,,,,117,381.3,L,,,,,,247.2,212.4,L,,,,
81.4,48.8,L,,,,,,117.8,9.3,L,,,,,,248,29.5,L,,,,
81.4,54.3,L,,,,,,117.8,62.8,L,,,,,,248,114,L,,,,
81.4,135.6,L,,,,,,117.8,100,M,,,,,,248,140.3,L,,,,
81.4,141.1,L,,,,,,117.8,150.4,L,,,,,,248,156.6,L,,,,
81.4,175.2,M,,,,,,117.8,172.1,L,,,,,,248.7,244.8,NC,,,,
82.2,59.7,L,,,,,,117.8,287.5,L,,,,,,248.8,187.6,L,,,,
82.2,77.5,L,,,,,,118.6,14.7,L,,,,,,249.8,259.2,M,,,,
82.2,86.8,M,,,,,,118.6,22.5,L,,,,,,250.3,170.5,L,,,,
82.2,96.9,M,,,,,,118.6,46.5,M,,,,,,250.3,318.5,L,,,,
82.2,114.7,L,,,,,,118.6,143.4,L,,,,,,251.1,221.7,S,,,,
82.2,127.9,M,,,,,,118.6,206.2,L,,,,,,251.1,296.1,M,,,,
82.2,154.2,M,,,,,,118.6,217.8,M,,,,,,251.9,72.9,L,,,,
82.9,7,L,,,,,,118.6,253.4,L,,,,,,251.9,89.1,M,,,,
82.9,231.7,M,,,,,,118.6,335.6,L,,,,,,251.9,100.8,L,,,,
82.9,244.1,L,,,,,,119.2,132.4,M,,,,,,252.7,271.3,L,,,,
83.7,34.9,M,,,,,,119.4,124,L,,,,,,252.7,341,L,,,,
83.7,71.3,L,,,,,,119.4,196.9,L,,,,,,253.1,200.9,M,,,,
83.7,92.2,L,,,,,,119.4,226.3,M,,,,,,253.4,12.4,S,,,,
83.7,144.9,L,,,,,,119.4,238.7,S,,,,,,254.2,56.6,L,,,,
83.7,161.2,L,,,,,,119.4,358.1,L,,,,,,254.2,141.1,M,,,,
83.7,167.4,L,,,,,,120.1,52.7,M,,,,,,255,241,L,,,,
83.7,179.8,L,,,,,,120.1,79.1,M,,,,,,255,306.1,L,,,,
83.7,186.8,L,,,,,,120.1,92.2,L,,,,,,255.8,47.3,L,,,,
84.5,20.2,L,,,,,,120.1,187.6,L,,,,,,255.8,64.3,NC,,,,
84.5,27.1,M,,,,,,120.1,386.8,L,,,,,,255.8,282.9,L,,,,
84.5,109.3,L,,,,,,120.4,177.3,S,,,,,,255.8,327.8,L,,,,
84.5,192.2,L,,,,,,120.9,158.9,L,,,,,,256.5,127.1,L,,,,
84.5,226.3,L,,,,,,120.9,270.5,L,,,,,,256.5,164.3,M,,,,
85.3,40.3,L,,,,,,120.9,370.5,L,,,,,,256.5,213.9,M,,,,
85.3,45,L,,,,,,121.7,71.3,L,,,,,,256.7,181.9,L,,,,
85.3,82.9,M,,,,,,121.7,116.3,L,,,,,,257.3,32.6,L,,,,
85.3,104.6,M,,,,,,121.7,308.5,L,,,,,,257.3,117.8,L,,,,
85.3,118.6,L,,,,,,121.7,345.7,L,,,,,,258.1,20.2,L,,,,
85.3,150.4,L,,,,,,122.5,107,L,,,,,,258.1,96.1,S,,,,
85.3,172.1,L,,,,,,123.2,37.2,L,,,,,,258.9,4.7,M,,,,
85.3,197.6,M,,,,,,123.2,85.3,M,,,,,,258.9,149.6,M,,,,
85.3,206.2,L,,,,,,123.2,143.4,M,,,,,,260.4,82.2,L,,,,
85.3,213.1,L,,,,,,123.2,246.5,L,,,,,,260.4,198.4,L,,,,
85.3,220.1,L,,,,,,123.2,279,L,,,,,,260.4,261.2,L,,,,
85.3,236.4,L,,,,,,123.2,298.4,L,,,,,,261.1,222.4,M,,,,
86,9.3,M,,,,,,123.2,325.5,L,,,,,,261.2,103.1,M,,,,
86,124,M,,,,,,124,10.1,M,,,,,,261.2,134.9,S,,,,
86,141.8,L,,,,,,124,19.4,L,,,,,,261.2,293.7,M,,,,
86.8,24,M,,,,,,124,60.5,M,,,,,,262,230.2,L,,,,
86.8,50.4,M,,,,,,124,98.4,M,,,,,,262,306.9,L,,,,
86.8,62,L,,,,,,124,151.9,M,,,,,,262.2,188.5,NC,,,,
86.8,130.2,L,,,,,,124,362.7,L,,,,,,262.2,340.9,NC,,,,
87.6,4.7,M,,,,,,124,379,S,,,,,,262.6,274.5,M,,,,
87.6,31,L,,,,,,124.5,134,L,,,,,,262.7,56.6,M,,,,
87.6,66.7,L,,,,,,124.8,29.5,L,,,,,,262.7,70.5,M,,,,
87.6,89.1,M,,,,,,124.8,45,M,,,,,,263.5,248.8,M,,,,
87.6,135.6,L,,,,,,125.6,66.7,L,,,,,,264.3,63.6,M,,,,
87.6,155.8,M,,,,,,125.6,124.8,L,,,,,,264.3,323.2,L,,,,
87.6,177.5,M,,,,,,125.6,207.7,L,,,,,,265.1,163.5,L,,,,
87.6,182.9,L,,,,,,125.6,227.9,L,,,,,,265.3,209.9,L,,,,
87.6,201.5,L,,,,,,125.6,263.5,L,,,,,,265.8,45,L,,,,
87.6,240.3,L,,,,,,125.6,315.4,L,,,,,,265.8,112.4,M,,,,
88.4,93.8,L,,,,,,125.6,334,S,,,,,,265.8,182.1,L,,,,
88.4,161.2,L,,,,,,125.6,352.7,M,,,,,,266.6,24.8,L,,,,
88.4,189.9,L,,,,,,126.3,74.4,L,,,,,,267.4,14,L,,,,
88.4,216.2,L,,,,,,126.3,166.6,L,,,,,,267.4,124,L,,,,
88.4,223.2,M,,,,,,126.3,175.9,L,,,,,,267.4,144.2,L,,,,
89.1,35.7,L,,,,,,126.3,193.8,M,,,,,,268.9,86.8,L,,,,
89.1,76,M,,,,,,126.3,201.5,S,,,,,,268.9,97.7,L,,,,
89.1,145.7,L,,,,,,126.3,252.7,L,,,,,,268.9,287.5,S,,,,
89.1,150.4,M,,,,,,127.1,52.7,L,,,,,,269.1,277.1,M,,,,
89.1,167.4,L,,,,,,127.1,92.2,S,,,,,,269.7,131.8,L,,,,
89.1,230.2,L,,,,,,127.1,114.7,L,,,,,,269.7,190.7,L,,,,
89.9,18.6,L,,,,,,127.1,184.5,L,,,,,,269.7,236.4,L,,,,
89.9,85.3,L,,,,,,127.1,217,L,,,,,,270.5,172.8,L,,,,
89.9,99.2,M,,,,,,127.1,237.9,L,,,,,,270.5,246.5,S,,,,
90.7,40.3,L,,,,,,127.1,287.5,L,,,,,,271.3,34.1,M,,,,
90.7,45,M,,,,,,128.7,272.8,L,,,,,,271.3,260.4,L,,,,
90.7,51.2,L,,,,,,129.4,159.7,M,,,,,,271.3,313.9,M,,,,
90.7,56.6,S,,,,,,129.4,303.8,L,,,,,,272,151.1,M,,,,
90.7,104.6,M,,,,,,129.4,370.5,M,,,,,,272,203.1,S,,,,
90.7,130.2,L,,,,,,129.4,379,L,,,,,,,,,,,,
90.7,172.8,L,,,,,,130.2,20.2,M,,,,,,,,,,,,
90.7,210,L,,,,,,130.2,38,M,,,,,,,,,,,,
90.7,234.8,L,,,,,,130.2,82.2,M,,,,,,,,,,,,
91.5,3.9,M,,,,,,130.2,107,L,,,,,,,,,,,,
91.5,9.3,M,,,,,,130.2,132.5,L,,,,,,,,,,,,
91.5,26.4,M,,,,,,130.2,147.3,M,,,,,,,,,,,,
91.5,31.8,L,,,,,,130.2,342.6,M,,,,,,,,,,,,
91.5,113.9,M,,,,,,130.2,360.4,L,,,,,,,,,,,,
91.5,136.4,L,,,,,,131,13.2,L,,,,,,,,,,,,
92.2,14,L,,,,,,131,62,L,,,,,,,,,,,,
92.2,65.9,M,,,,,,131,327.8,L,,,,,,,,,,,,
92.2,69.8,M,,,,,,131.8,6.2,L,,,,,,,,,,,,
92.2,79.8,M,,,,,,131.8,27.9,L,,,,,,,,,,,,
92.2,109.3,L,,,,,,131.8,122.5,L,,,,,,,,,,,,
92.2,186,L,,,,,,131.8,210.8,L,,,,,,,,,,,,
92.2,200,L,,,,,,131.8,232.5,L,,,,,,,,,,,,
92.2,226.3,L,,,,,,131.8,258.1,L,,,,,,,,,,,,
92.2,241,M,,,,,,131.8,322.4,L,,,,,,,,,,,,
93,22.5,M,,,,,,132.5,70.5,L,,,,,,,,,,,,
93,60.5,L,,,,,,132.5,97.7,L,,,,,,,,,,,,
93,89.9,L,,,,,,132.5,138.7,L,,,,,,,,,,,,
93,96.1,L,,,,,,132.5,222.4,L,,,,,,,,,,,,
93,124,L,,,,,,132.5,293.7,L,,,,,,,,,,,,
93,142.6,L,,,,,,132.5,387.5,M,,,,,,,,,,,,
93,153.5,L,,,,,,133.3,283.7,L,,,,,,,,,,,,
93,167.4,S,,,,,,133.3,350.3,S,,,,,,,,,,,,
93,205.4,L,,,,,,134.1,88.4,L,,,,,,,,,,,,
93,217.8,L,,,,,,134.1,114.7,L,,,,,,,,,,,,
93.8,35.7,L,,,,,,134.1,169.7,M,,,,,,,,,,,,
93.8,73.6,L,,,,,,134.1,176.7,M,,,,,,,,,,,,
93.8,148,L,,,,,,134.1,186,L,,,,,,,,,,,,
93.8,159.7,L,,,,,,134.1,248.8,L,,,,,,,,,,,,
93.8,180.6,L,,,,,,134.1,264.3,L,,,,,,,,,,,,
93.8,191.4,L,,,,,,134.1,311.6,M,,,,,,,,,,,,
94.6,41.9,L,,,,,,134.9,52.7,L,,,,,,,,,,,,
94.6,47.3,L,,,,,,134.9,198.4,M,,,,,,,,,,,,
94.6,84.5,L,,,,,,135.6,21.7,L,,,,,,,,,,,,
94.6,100.8,M,,,,,,135.6,79.1,M,,,,,,,,,,,,
94.6,231,L,,,,,,135.6,106.2,M,,,,,,,,,,,,
95.3,17.8,L,,,,,,135.6,154.2,L,,,,,,,,,,,,
95.3,119.4,L,,,,,,135.6,162,S,,,,,,,,,,,,
95.3,211.6,L,,,,,,135.6,203.8,L,,,,,,,,,,,,
95.7,11.6,M,,,,,,135.6,299.9,L,,,,,,,,,,,,
96.1,27.1,L,,,,,,136.4,382.1,L,,,,,,,,,,,,
96.1,52.7,L,,,,,,137.2,35.7,L,,,,,,,,,,,,
96.1,127.1,L,,,,,,137.2,217.8,L,,,,,,,,,,,,
96.1,173.6,L,,,,,,137.2,273.6,L,,,,,,,,,,,,
96.1,222.4,L,,,,,,137.2,337.1,L,,,,,,,,,,,,
96.9,6.2,M,,,,,,137.2,356.5,L,,,,,,,,,,,,
96.9,58.1,M,,,,,,137.2,366.6,L,,,,,,,,,,,,
96.9,63.6,M,,,,,,138,12.4,L,,,,,,,,,,,,
96.9,68.2,M,,,,,,138,62,L,,,,,,,,,,,,
96.9,92.2,L,,,,,,138,69.8,S,,,,,,,,,,,,
96.9,105.4,M,,,,,,138,129.4,L,,,,,,,,,,,,
96.9,132.5,L,,,,,,138,144.9,L,,,,,,,,,,,,
96.9,195.3,L,,,,,,138.7,286.8,S,,,,,,,,,,,,
96.9,237.9,M,,,,,,138.7,327.8,L,,,,,,,,,,,,
97.7,78.3,M,,,,,,138.7,374.4,L,,,,,,,,,,,,
97.7,139.5,S,,,,,,139.5,4.7,M,,,,,,,,,,,,
97.7,158.1,L,,,,,,139.5,30.2,M,,,,,,,,,,,,
97.7,163.5,L,,,,,,139.5,45.7,L,,,,,,,,,,,,
97.7,185.2,S,,,,,,139.5,93,L,,,,,,,,,,,,
97.7,201.5,S,,,,,,139.5,120.9,L,,,,,,,,,,,,
97.7,216.2,L,,,,,,139.5,224.8,M,,,,,,,,,,,,
98.4,20.9,M,,,,,,139.5,318.5,M,,,,,,,,,,,,
98.4,31.8,L,,,,,,139.5,347.2,L,,,,,,,,,,,,
98.4,38,L,,,,,,140.3,100.8,L,,,,,,,,,,,,
98.4,87.6,M,,,,,,140.3,137.2,S,,,,,,,,,,,,
98.4,113.2,S,,,,,,140.3,186,L,,,,,,,,,,,,
98.4,144.2,L,,,,,,140.3,210,L,,,,,,,,,,,,
98.4,177.5,L,,,,,,140.3,242.6,L,,,,,,,,,,,,
98.4,227.1,L,,,,,,140.3,257.3,M,,,,,,,,,,,,
98.8,148.3,M,,,,,,140.3,308.5,L,,,,,,,,,,,,
99.2,42.6,S,,,,,,141.1,55,M,,,,,,,,,,,,
99.2,48.1,L,,,,,,141.1,79.1,L,,,,,,,,,,,,
99.2,72.9,L,,,,,,141.1,113.2,L,,,,,,,,,,,,
99.2,82.2,L,,,,,,141.1,237.2,L,,,,,,,,,,,,
99.2,109.3,L,,,,,,141.1,265.8,M,,,,,,,,,,,,
99.2,153.5,S,,,,,,141.8,175.9,M,,,,,,,,,,,,
99.2,169,L,,,,,,142,39.4,L,,,,,,,,,,,,
99.2,206.9,M,,,,,,142.6,149.6,L,,,,,,,,,,,,
99.2,245.7,L,,,,,,142.6,158.1,L,,,,,,,,,,,,
100,15.5,L,,,,,,142.6,168.2,M,,,,,,,,,,,,
100,27.9,M,,,,,,143.4,17.8,S,,,,,,,,,,,,
100,117.8,M,,,,,,143.4,193,L,,,,,,,,,,,,
100,123.2,L,,,,,,143.4,276.7,M,,,,,,,,,,,,
100,190.7,L,,,,,,143.4,296.1,L,,,,,,,,,,,,
100,231.7,S,,,,,,144.2,86.8,M,,,,,,,,,,,,
